"","gene","msc_11_S11.readcounts","msc_12_S12.readcounts","msc_13_S13.readcounts","msc_14_S14.readcounts","msc_15_S15.readcounts"
"48575","ENSG00000261170",2,3,7,5,5
"48576","ENSG00000090863",5322,4611,5975,5834,6033
"48577","ENSG00000251794",0,0,0,0,1
"48578","ENSG00000207525",1,0,0,0,0
"48579","ENSG00000240861",0,0,0,0,0
"48580","ENSG00000270945",4,0,2,0,0
"48581","ENSG00000168411",947,614,585,636,419
"48582","ENSG00000262904",2,0,0,0,0
"48583","ENSG00000168404",456,142,89,217,60
"48584","ENSG00000103089",1,0,0,1,0
"48585","ENSG00000261458",1,0,0,0,0
"48586","ENSG00000103091",849,1099,1159,970,950
"48587","ENSG00000186187",409,398,373,389,412
"48588","ENSG00000247033",0,0,0,0,0
"48589","ENSG00000166816",109,51,142,148,95
"48590","ENSG00000261058",0,0,0,0,0
"48591","ENSG00000184517",224,256,367,228,219
"48592","ENSG00000213318",2,0,4,2,3
"48593","ENSG00000168928",2,8,3,2,0
"48594","ENSG00000168925",2,5,0,0,1
"48595","ENSG00000240338",2,3,0,1,0
"48596","ENSG00000050820",2516,1699,2048,1912,2188
"48597","ENSG00000280152",6,0,0,2,7
"48598","ENSG00000252101",0,0,0,0,0
"48599","ENSG00000153774",787,1013,1265,1251,876
"48600","ENSG00000259999",0,0,0,0,0
"48601","ENSG00000261783",3,3,5,0,12
"48602","ENSG00000252122",0,0,0,0,0
"48603","ENSG00000261717",0,0,0,0,0
"48604","ENSG00000274220",3,11,16,8,4
"48605","ENSG00000166822",277,340,302,310,256
"48606","ENSG00000261476",0,0,0,0,0
"48607","ENSG00000183196",213,271,269,158,290
"48608","ENSG00000203472",0,0,0,0,0
"48609","ENSG00000273971",0,2,2,0,0
"48610","ENSG00000262583",6,18,6,8,3
"48611","ENSG00000260092",0,0,0,0,0
"48612","ENSG00000135702",4,0,1,0,3
"48613","ENSG00000205084",281,230,348,349,346
"48614","ENSG00000259992",0,0,0,0,0
"48615","ENSG00000276408",8,13,4,4,5
"48616","ENSG00000034713",1171,2039,2444,1770,1428
"48617","ENSG00000276523",2,2,0,1,1
"48618","ENSG00000065457",718,879,717,688,525
"48619","ENSG00000065427",3454,2733,3257,3784,2887
"48620","ENSG00000287194",1,0,0,0,0
"48621","ENSG00000166848",1887,2592,2677,1960,1442
"48622","ENSG00000284484",0,3,0,0,0
"48623","ENSG00000282757",0,0,0,0,0
"48624","ENSG00000240199",0,0,0,0,0
"48625","ENSG00000261424",2,1,1,0,0
"48626","ENSG00000283755",0,0,0,0,0
"48627","ENSG00000261313",0,0,0,0,0
"48628","ENSG00000199299",0,0,0,0,0
"48629","ENSG00000260223",0,0,0,0,0
"48630","ENSG00000260983",0,0,0,0,0
"48631","ENSG00000244485",3,2,7,3,1
"48632","ENSG00000286841",0,0,0,0,0
"48633","ENSG00000152910",0,0,0,0,0
"48634","ENSG00000287694",0,0,0,0,0
"48635","ENSG00000252814",0,0,0,0,0
"48636","ENSG00000252022",0,0,0,0,0
"48637","ENSG00000273659",0,0,0,0,0
"48638","ENSG00000250514",0,0,0,0,0
"48639","ENSG00000259995",0,0,0,0,0
"48640","ENSG00000266426",0,0,0,0,0
"48641","ENSG00000260797",0,0,0,0,0
"48642","ENSG00000279856",0,0,0,0,0
"48643","ENSG00000103111",1449,1964,1876,1676,1820
"48644","ENSG00000205078",15,15,6,11,20
"48645","ENSG00000261063",0,0,0,0,0
"48646","ENSG00000226348",0,0,0,0,0
"48647","ENSG00000260922",0,0,0,0,0
"48648","ENSG00000140873",1,0,2,7,5
"48649","ENSG00000260701",0,0,0,0,0
"48650","ENSG00000261154",0,0,0,0,0
"48651","ENSG00000278862",0,0,0,0,0
"48652","ENSG00000140876",30,26,55,65,54
"48653","ENSG00000261707",3,0,2,1,0
"48654","ENSG00000285538",0,0,0,0,0
"48655","ENSG00000171724",0,1,0,0,0
"48656","ENSG00000278926",0,0,0,0,0
"48657","ENSG00000261330",0,0,0,0,1
"48658","ENSG00000261540",0,0,0,0,0
"48659","ENSG00000166509",0,0,0,0,0
"48660","ENSG00000260731",0,0,0,0,0
"48661","ENSG00000261776",0,0,0,0,0
"48662","ENSG00000186153",322,120,653,589,534
"48663","ENSG00000276007",4,5,5,1,7
"48664","ENSG00000279991",0,0,0,0,0
"48665","ENSG00000260969",0,0,0,0,0
"48666","ENSG00000287106",0,0,0,1,0
"48667","ENSG00000260014",0,0,0,0,2
"48668","ENSG00000260733",0,0,0,0,0
"48669","ENSG00000279887",0,0,0,0,0
"48670","ENSG00000261837",0,0,0,0,0
"48671","ENSG00000279129",0,0,0,2,0
"48672","ENSG00000286894",0,0,0,0,0
"48673","ENSG00000243101",16,6,21,11,10
"48674","ENSG00000280115",0,0,0,0,1
"48675","ENSG00000280190",0,0,1,0,0
"48676","ENSG00000260816",0,1,0,1,4
"48677","ENSG00000279732",0,0,1,2,0
"48678","ENSG00000261537",2,5,21,5,5
"48679","ENSG00000280274",0,0,0,0,1
"48680","ENSG00000260694",0,0,0,0,0
"48681","ENSG00000260479",0,1,2,1,6
"48682","ENSG00000260511",0,0,0,0,0
"48683","ENSG00000277954",20,18,5,26,36
"48684","ENSG00000285918",5,3,3,3,9
"48685","ENSG00000261722",0,0,0,0,1
"48686","ENSG00000222244",0,0,0,0,0
"48687","ENSG00000261472",0,0,0,0,0
"48688","ENSG00000178573",2832,3352,3925,3569,3335
"48689","ENSG00000277214",0,0,0,1,0
"48690","ENSG00000278058",9,16,50,56,28
"48691","ENSG00000275040",0,0,0,0,0
"48692","ENSG00000279378",0,0,0,0,0
"48693","ENSG00000260876",1,0,4,1,3
"48694","ENSG00000261390",0,7,12,5,3
"48695","ENSG00000261082",0,0,0,0,0
"48696","ENSG00000260237",0,0,0,0,0
"48697","ENSG00000260706",0,0,0,0,0
"48698","ENSG00000259867",0,6,3,2,6
"48699","ENSG00000261376",0,0,0,0,0
"48700","ENSG00000168589",1,9,7,6,4
"48701","ENSG00000260183",0,0,0,0,0
"48702","ENSG00000260737",0,0,0,0,0
"48703","ENSG00000166446",171,139,63,129,105
"48704","ENSG00000260064",0,0,0,0,0
"48705","ENSG00000260594",0,0,0,0,0
"48706","ENSG00000260896",0,0,0,0,0
"48707","ENSG00000286221",0,0,0,0,0
"48708","ENSG00000103121",650,708,873,779,578
"48709","ENSG00000278985",2,1,4,2,3
"48710","ENSG00000166451",643,241,164,413,321
"48711","ENSG00000260213",4,5,2,5,5
"48712","ENSG00000284512",5,1,4,2,3
"48713","ENSG00000261061",224,90,72,171,85
"48714","ENSG00000166454",2034,2341,2492,2378,2100
"48715","ENSG00000166455",1,2,2,4,1
"48716","ENSG00000260643",8,17,22,29,21
"48717","ENSG00000261141",3,11,3,3,2
"48718","ENSG00000261838",1,0,11,0,0
"48719","ENSG00000245059",0,0,1,4,1
"48720","ENSG00000140905",14,17,21,21,24
"48721","ENSG00000166473",310,150,550,355,676
"48722","ENSG00000252608",1,1,1,0,1
"48723","ENSG00000286759",0,0,0,0,0
"48724","ENSG00000135697",52,7,86,31,28
"48725","ENSG00000280182",4,2,5,0,0
"48726","ENSG00000260495",0,3,0,0,0
"48727","ENSG00000261609",138,132,109,98,109
"48728","ENSG00000284473",3,5,3,1,3
"48729","ENSG00000272923",26,29,40,12,31
"48730","ENSG00000153815",1613,1310,2063,1793,1509
"48731","ENSG00000279021",0,0,0,0,0
"48732","ENSG00000260229",0,0,0,0,0
"48733","ENSG00000279476",0,0,0,0,0
"48734","ENSG00000277255",0,0,0,0,0
"48735","ENSG00000275109",0,0,0,0,0
"48736","ENSG00000279681",0,0,0,0,0
"48737","ENSG00000279294",1,0,0,0,0
"48738","ENSG00000279841",1,0,1,0,0
"48739","ENSG00000261218",0,0,0,0,0
"48740","ENSG00000197943",203,371,589,512,373
"48741","ENSG00000260682",0,0,0,0,0
"48742","ENSG00000276519",0,0,0,0,0
"48743","ENSG00000184860",3,2,0,2,0
"48744","ENSG00000086696",0,0,1,0,1
"48745","ENSG00000261235",1,0,1,1,0
"48746","ENSG00000260161",0,0,0,0,0
"48747","ENSG00000135698",573,436,368,612,388
"48748","ENSG00000261029",0,0,2,1,0
"48749","ENSG00000251888",0,0,0,0,0
"48750","ENSG00000259873",0,1,0,0,0
"48751","ENSG00000261285",0,0,0,0,0
"48752","ENSG00000140945",10,1,1,0,80
"48753","ENSG00000277387",0,0,0,0,0
"48754","ENSG00000280044",0,0,0,0,0
"48755","ENSG00000260862",0,0,0,0,0
"48756","ENSG00000286528",0,0,0,0,0
"48757","ENSG00000263360",0,0,0,0,0
"48758","ENSG00000260832",0,0,0,0,0
"48759","ENSG00000261410",0,0,0,0,0
"48760","ENSG00000263785",0,0,0,0,0
"48761","ENSG00000261103",8,4,1,1,4
"48762","ENSG00000260788",32,29,90,18,39
"48763","ENSG00000259914",0,0,1,0,0
"48764","ENSG00000260228",0,0,0,0,0
"48765","ENSG00000230989",2963,3018,3452,3176,2481
"48766","ENSG00000103150",362,397,481,482,516
"48767","ENSG00000260932",0,0,0,0,0
"48768","ENSG00000140961",1127,6067,2642,1540,1768
"48769","ENSG00000103154",331,156,539,573,808
"48770","ENSG00000166558",559,1166,3067,981,306
"48771","ENSG00000199350",0,0,0,1,0
"48772","ENSG00000285792",70,79,64,47,30
"48773","ENSG00000140943",2822,2397,2677,2644,2618
"48774","ENSG00000274677",2,3,4,1,3
"48775","ENSG00000260018",24,16,52,39,31
"48776","ENSG00000260410",2,2,3,0,1
"48777","ENSG00000103160",1024,1482,1268,1162,909
"48778","ENSG00000154099",18,74,7,9,5
"48779","ENSG00000103168",833,812,701,853,945
"48780","ENSG00000140955",0,0,0,0,0
"48781","ENSG00000250685",0,0,0,0,0
"48782","ENSG00000168418",1,0,0,0,0
"48783","ENSG00000260858",0,0,0,0,0
"48784","ENSG00000201361",0,0,0,0,0
"48785","ENSG00000103175",57,83,81,77,27
"48786","ENSG00000260530",0,1,0,0,0
"48787","ENSG00000260504",0,0,0,0,0
"48788","ENSG00000064270",2,3,4,1,3
"48789","ENSG00000261286",2,2,3,0,1
"48790","ENSG00000140950",434,571,522,503,371
"48791","ENSG00000261243",0,0,0,3,1
"48792","ENSG00000103187",2538,4208,2273,3459,2161
"48793","ENSG00000261471",0,0,0,0,0
"48794","ENSG00000135686",826,1448,1028,924,1117
"48795","ENSG00000103194",2130,1644,1479,1358,1139
"48796","ENSG00000285848",0,0,0,0,0
"48797","ENSG00000103196",27,18,58,242,31
"48798","ENSG00000260859",0,0,0,0,0
"48799","ENSG00000279622",0,0,0,0,0
"48800","ENSG00000260340",0,0,0,0,0
"48801","ENSG00000153786",4712,4382,4840,5545,4726
"48802","ENSG00000135709",867,1212,1339,1293,1375
"48803","ENSG00000153789",0,0,0,0,0
"48804","ENSG00000278214",1,5,6,2,0
"48805","ENSG00000275088",1,3,3,1,3
"48806","ENSG00000131149",697,598,852,417,455
"48807","ENSG00000287787",2,2,0,1,2
"48808","ENSG00000270313",0,0,0,0,0
"48809","ENSG00000179219",0,0,0,0,0
"48810","ENSG00000266307",0,0,0,0,0
"48811","ENSG00000287946",0,0,0,0,0
"48812","ENSG00000278716",0,0,0,0,0
"48813","ENSG00000270124",3,7,40,4,1
"48814","ENSG00000260417",0,0,0,0,0
"48815","ENSG00000263968",0,1,1,0,0
"48816","ENSG00000131153",325,32,20,139,109
"48817","ENSG00000154102",154,130,209,147,160
"48818","ENSG00000275393",2,2,4,4,0
"48819","ENSG00000287125",7,9,9,4,3
"48820","ENSG00000283416",0,0,0,0,0
"48821","ENSG00000269898",0,0,0,0,0
"48822","ENSG00000131148",848,705,852,728,661
"48823","ENSG00000252311",2,1,0,1,0
"48824","ENSG00000270184",4,3,1,2,1
"48825","ENSG00000270159",0,0,0,0,0
"48826","ENSG00000131143",4849,6496,8375,6531,6061
"48827","ENSG00000270698",0,0,0,0,0
"48828","ENSG00000214259",6,1,12,7,3
"48829","ENSG00000286510",0,0,0,0,0
"48830","ENSG00000279907",1,1,4,2,3
"48831","ENSG00000140968",2,0,0,1,0
"48832","ENSG00000274134",0,0,0,0,0
"48833","ENSG00000285163",0,0,0,0,1
"48834","ENSG00000268804",0,0,0,0,0
"48835","ENSG00000285040",0,0,0,0,0
"48836","ENSG00000269667",0,0,0,0,0
"48837","ENSG00000285012",0,1,0,0,0
"48838","ENSG00000279604",0,0,0,0,0
"48839","ENSG00000261177",0,0,0,0,0
"48840","ENSG00000268078",0,0,0,0,0
"48841","ENSG00000268505",0,0,0,0,0
"48842","ENSG00000269186",0,0,0,0,0
"48843","ENSG00000268754",0,0,1,0,0
"48844","ENSG00000199949",0,0,0,0,0
"48845","ENSG00000268532",0,0,0,0,0
"48846","ENSG00000168367",0,0,0,0,0
"48847","ENSG00000269826",0,0,0,0,0
"48848","ENSG00000268473",0,0,0,0,0
"48849","ENSG00000268388",0,2,0,0,0
"48850","ENSG00000103241",0,2,1,0,0
"48851","ENSG00000270020",19,46,26,6,3
"48852","ENSG00000243697",5,13,5,1,2
"48853","ENSG00000103248",333,472,519,441,371
"48854","ENSG00000280278",5,5,0,1,0
"48855","ENSG00000260944",0,0,0,0,0
"48856","ENSG00000176692",2,1,3,0,0
"48857","ENSG00000176678",1,0,0,1,0
"48858","ENSG00000279142",0,0,0,0,0
"48859","ENSG00000260387",0,0,0,0,0
"48860","ENSG00000261161",0,0,0,0,0
"48861","ENSG00000274478",0,0,0,0,0
"48862","ENSG00000261175",0,0,0,0,0
"48863","ENSG00000260026",0,0,0,0,0
"48864","ENSG00000287010",0,0,0,0,0
"48865","ENSG00000287161",0,0,0,0,0
"48866","ENSG00000260795",0,0,0,0,0
"48867","ENSG00000232190",0,0,0,0,0
"48868","ENSG00000261363",0,0,0,0,0
"48869","ENSG00000260456",65,26,30,57,54
"48870","ENSG00000285527",0,0,0,0,0
"48871","ENSG00000261095",0,0,0,0,0
"48872","ENSG00000261651",0,0,1,0,0
"48873","ENSG00000261697",2,0,0,0,0
"48874","ENSG00000243705",0,0,0,0,0
"48875","ENSG00000280419",0,0,0,0,0
"48876","ENSG00000131152",1,3,2,0,1
"48877","ENSG00000270006",2,2,7,5,3
"48878","ENSG00000103264",877,1330,1616,1017,1081
"48879","ENSG00000270082",0,0,0,0,0
"48880","ENSG00000269901",0,0,0,2,0
"48881","ENSG00000140941",4611,6288,5001,5097,4097
"48882","ENSG00000261592",1,2,0,0,0
"48883","ENSG00000140948",929,927,971,827,856
"48884","ENSG00000276393",0,0,0,0,0
"48885","ENSG00000276337",0,1,0,1,2
"48886","ENSG00000260750",0,0,0,1,0
"48887","ENSG00000269935",0,0,0,0,0
"48888","ENSG00000154118",4,2,7,1,2
"48889","ENSG00000277504",0,2,0,2,0
"48890","ENSG00000226180",12,2,12,4,6
"48891","ENSG00000104731",386,482,431,451,440
"48892","ENSG00000260671",0,0,0,0,0
"48893","ENSG00000260498",3,8,3,0,0
"48894","ENSG00000260177",1,3,3,0,0
"48895","ENSG00000103257",63976,69535,67455,56612,29381
"48896","ENSG00000278598",2,1,1,3,1
"48897","ENSG00000260466",5,0,0,7,2
"48898","ENSG00000174990",0,0,0,0,0
"48899","ENSG00000270385",0,0,0,1,0
"48900","ENSG00000260443",1,0,2,0,0
"48901","ENSG00000172530",547,932,664,490,327
"48902","ENSG00000261193",1,0,2,0,0
"48903","ENSG00000260166",1,0,0,0,0
"48904","ENSG00000205037",2,1,23,3,0
"48905","ENSG00000260162",0,0,0,0,0
"48906","ENSG00000261327",1,1,3,0,0
"48907","ENSG00000260420",0,0,0,0,0
"48908","ENSG00000261816",0,0,0,0,0
"48909","ENSG00000261273",0,1,0,0,0
"48910","ENSG00000225614",3,13,4,3,4
"48911","ENSG00000179588",324,378,446,293,294
"48912","ENSG00000263456",0,0,0,0,0
"48913","ENSG00000261744",2,1,0,2,4
"48914","ENSG00000158545",1666,1572,1660,1587,1512
"48915","ENSG00000124391",0,0,0,0,0
"48916","ENSG00000051523",2089,3493,4249,2624,2822
"48917","ENSG00000167508",2520,1425,2088,4271,4848
"48918","ENSG00000260630",216,287,294,390,473
"48919","ENSG00000185669",31,22,20,49,68
"48920","ENSG00000158717",254,215,228,217,248
"48921","ENSG00000259813",0,0,0,0,0
"48922","ENSG00000174177",257,236,287,271,278
"48923","ENSG00000278341",16,6,3,6,4
"48924","ENSG00000103335",3413,2068,1577,2351,3504
"48925","ENSG00000284585",0,0,0,0,0
"48926","ENSG00000260121",9,0,3,2,4
"48927","ENSG00000224888",9,13,17,2,2
"48928","ENSG00000260617",0,0,0,0,0
"48929","ENSG00000182376",0,7,3,4,1
"48930","ENSG00000167513",728,24,17,229,199
"48931","ENSG00000198931",1582,1948,1981,1932,1458
"48932","ENSG00000141012",1104,985,1155,1945,1657
"48933","ENSG00000167515",896,1115,1304,1176,975
"48934","ENSG00000205022",0,0,0,0,0
"48935","ENSG00000129993",0,1,0,0,0
"48936","ENSG00000259881",0,1,0,0,0
"48937","ENSG00000261226",2,0,0,0,0
"48938","ENSG00000205018",0,0,0,0,0
"48939","ENSG00000259989",0,0,0,0,0
"48940","ENSG00000256982",0,0,0,0,0
"48941","ENSG00000176715",573,613,642,826,771
"48942","ENSG00000261546",1,1,0,0,1
"48943","ENSG00000180422",4,15,6,2,1
"48944","ENSG00000205015",1,2,0,0,0
"48945","ENSG00000129910",11,32,6,13,2
"48946","ENSG00000259803",8,20,4,3,0
"48947","ENSG00000259877",37,37,89,45,29
"48948","ENSG00000170100",211,240,239,203,181
"48949","ENSG00000260659",0,0,0,0,0
"48950","ENSG00000167522",3880,3264,4169,3233,3257
"48951","ENSG00000268218",6,5,3,9,5
"48952","ENSG00000260279",8,5,1,10,3
"48953","ENSG00000261253",3,26,7,8,12
"48954","ENSG00000261692",0,0,0,0,0
"48955","ENSG00000287351",0,0,0,0,1
"48956","ENSG00000252887",0,0,0,0,0
"48957","ENSG00000270832",0,0,0,0,0
"48958","ENSG00000197912",1863,2153,2085,2026,1980
"48959","ENSG00000261118",11,24,6,14,4
"48960","ENSG00000167526",15732,18182,22664,20968,23929
"48961","ENSG00000200084",0,0,0,0,0
"48962","ENSG00000178773",116,23,54,32,54
"48963","ENSG00000015413",0,0,4,0,1
"48964","ENSG00000131165",2480,2424,3283,2465,2690
"48965","ENSG00000167523",276,238,207,195,209
"48966","ENSG00000275734",45,32,20,17,15
"48967","ENSG00000185324",594,441,589,720,719
"48968","ENSG00000260259",5,5,11,3,2
"48969","ENSG00000158792",197,170,279,215,339
"48970","ENSG00000075399",372,493,566,519,607
"48971","ENSG00000261373",100,45,12,40,39
"48972","ENSG00000158805",315,227,212,249,242
"48973","ENSG00000187741",370,30,33,145,85
"48974","ENSG00000204991",417,464,416,497,453
"48975","ENSG00000141002",2832,3171,5093,4457,5083
"48976","ENSG00000267048",1,1,2,2,3
"48977","ENSG00000258839",165,104,110,93,103
"48978","ENSG00000198211",3,1,1,1,0
"48979","ENSG00000259006",0,1,3,0,2
"48980","ENSG00000258947",170,130,167,203,193
"48981","ENSG00000140995",1754,1888,2201,2103,1883
"48982","ENSG00000177946",441,840,841,667,514
"48983","ENSG00000223959",367,194,271,400,324
"48984","ENSG00000003249",1704,1944,5258,3585,3805
"48985","ENSG00000141013",548,560,921,788,745
"48986","ENSG00000221819",10,7,5,10,3
"48987","ENSG00000222019",26,23,68,27,45
"48988","ENSG00000126856",1077,4724,4239,2590,1023
"48989","ENSG00000261812",38,217,55,80,31
"48990","ENSG00000260528",5,2,0,3,1
"48991","ENSG00000260507",0,0,0,0,0
"48992","ENSG00000261172",0,0,0,0,0
"48993","ENSG00000222359",0,0,0,0,0
"48994","ENSG00000260923",6,3,8,15,7
"48995","ENSG00000277349",0,0,0,0,0
"48996","ENSG00000280279",0,0,0,0,0
"48997","ENSG00000280136",0,2,0,0,0
"48998","ENSG00000277613",0,0,0,0,0
"48999","ENSG00000268320",0,0,0,0,0
"49000","ENSG00000272636",0,0,0,0,1
"49001","ENSG00000273172",0,0,0,0,0
"49002","ENSG00000181031",3,2,10,5,13
"49003","ENSG00000262920",0,0,0,0,0
"49004","ENSG00000262061",0,0,0,0,0
"49005","ENSG00000262294",0,0,0,0,0
"49006","ENSG00000262558",0,0,0,0,0
"49007","ENSG00000241525",0,0,0,0,0
"49008","ENSG00000187624",64,202,131,124,67
"49009","ENSG00000183688",1587,2882,6496,2581,4285
"49010","ENSG00000263015",2,2,0,0,0
"49011","ENSG00000141252",2908,3609,5261,5004,5755
"49012","ENSG00000263300",1,0,0,0,1
"49013","ENSG00000262905",0,0,0,5,4
"49014","ENSG00000262708",0,1,0,0,0
"49015","ENSG00000244097",11,6,18,7,11
"49016","ENSG00000167695",644,519,793,575,695
"49017","ENSG00000179409",911,599,608,525,528
"49018","ENSG00000231784",2,22,10,1,1
"49019","ENSG00000167699",1355,1309,1512,1493,1070
"49020","ENSG00000262228",1,1,0,1,1
"49021","ENSG00000171861",233,227,298,250,232
"49022","ENSG00000262434",1,0,0,0,1
"49023","ENSG00000277491",4,4,3,0,4
"49024","ENSG00000167693",485,429,711,645,950
"49025","ENSG00000262133",0,0,0,0,0
"49026","ENSG00000262003",0,1,0,0,0
"49027","ENSG00000263017",0,0,0,0,2
"49028","ENSG00000177370",635,671,681,605,635
"49029","ENSG00000159842",8814,11677,18724,13821,13927
"49030","ENSG00000264429",0,0,0,0,0
"49031","ENSG00000278794",0,0,0,0,0
"49032","ENSG00000275997",0,0,0,0,0
"49033","ENSG00000235361",0,0,0,0,0
"49034","ENSG00000262213",0,0,0,0,0
"49035","ENSG00000205899",0,1,0,1,0
"49036","ENSG00000184811",0,0,0,1,0
"49037","ENSG00000108953",11600,10396,13139,14322,10920
"49038","ENSG00000280408",0,0,0,0,0
"49039","ENSG00000167193",2798,2671,2754,3139,2580
"49040","ENSG00000262777",0,1,0,0,0
"49041","ENSG00000197879",6598,5625,7508,8463,10344
"49042","ENSG00000132376",1111,1177,1946,1517,1560
"49043","ENSG00000236618",14,40,37,31,35
"49044","ENSG00000174238",3198,3605,3885,3336,3054
"49045","ENSG00000167703",57,72,56,65,84
"49046","ENSG00000243704",0,0,0,0,0
"49047","ENSG00000074660",2,7,5,5,9
"49048","ENSG00000167705",113,166,151,162,168
"49049","ENSG00000174231",9833,7825,8787,8637,9364
"49050","ENSG00000277597",2,2,0,0,0
"49051","ENSG00000185561",203,380,272,168,145
"49052","ENSG00000186594",207,529,394,246,286
"49053","ENSG00000283824",0,0,0,0,0
"49054","ENSG00000167716",5395,5106,7239,5823,6784
"49055","ENSG00000262791",0,0,0,0,0
"49056","ENSG00000167711",29,57,46,25,12
"49057","ENSG00000132386",14085,26586,24020,20441,12542
"49058","ENSG00000186532",400,421,538,338,399
"49059","ENSG00000132383",2613,1568,1863,2057,1439
"49060","ENSG00000108958",6,3,8,4,2
"49061","ENSG00000185924",9,12,7,21,5
"49062","ENSG00000262445",0,0,0,0,0
"49063","ENSG00000228133",0,0,0,0,0
"49064","ENSG00000262869",0,0,0,0,0
"49065","ENSG00000108963",459,433,449,465,529
"49066","ENSG00000287553",0,0,0,0,0
"49067","ENSG00000262664",0,0,0,0,0
"49068","ENSG00000262533",0,0,0,0,0
"49069","ENSG00000263050",16,35,15,13,5
"49070","ENSG00000267200",0,1,0,0,0
"49071","ENSG00000267195",0,2,0,0,0
"49072","ENSG00000177374",30,41,40,37,21
"49073","ENSG00000070366",1102,849,1242,974,1102
"49074","ENSG00000280333",0,0,0,0,0
"49075","ENSG00000262810",0,1,3,1,1
"49076","ENSG00000279040",0,0,0,0,0
"49077","ENSG00000279562",0,0,0,0,0
"49078","ENSG00000279340",0,0,0,0,0
"49079","ENSG00000262402",1,2,0,3,1
"49080","ENSG00000265777",0,0,0,0,0
"49081","ENSG00000236838",0,1,2,0,0
"49082","ENSG00000236457",1,0,0,0,0
"49083","ENSG00000225084",0,0,0,0,0
"49084","ENSG00000278941",0,0,0,0,0
"49085","ENSG00000280242",0,0,0,0,0
"49086","ENSG00000167720",306,340,323,367,285
"49087","ENSG00000262333",3,2,4,12,4
"49088","ENSG00000167721",1288,877,857,830,779
"49089","ENSG00000275084",0,0,0,0,0
"49090","ENSG00000212163",0,1,0,0,0
"49091","ENSG00000141258",1301,1143,2039,1958,2400
"49092","ENSG00000274758",0,0,0,0,0
"49093","ENSG00000263345",25,5,5,14,25
"49094","ENSG00000070444",914,1343,1643,992,1363
"49095","ENSG00000262456",0,0,0,0,0
"49096","ENSG00000127804",727,891,706,591,590
"49097","ENSG00000279872",0,0,0,0,0
"49098","ENSG00000280280",0,0,0,0,0
"49099","ENSG00000243049",0,0,0,0,0
"49100","ENSG00000262953",7,3,3,4,2
"49101","ENSG00000007168",3456,4116,4080,3595,3196
"49102","ENSG00000262480",0,0,0,0,0
"49103","ENSG00000279432",1,1,0,2,1
"49104","ENSG00000239884",0,2,0,2,0
"49105","ENSG00000272770",0,0,0,0,0
"49106","ENSG00000272911",0,0,0,0,1
"49107","ENSG00000132361",3167,2735,2260,2060,2417
"49108","ENSG00000273606",0,2,0,0,0
"49109","ENSG00000262050",2,15,8,5,3
"49110","ENSG00000277200",7,4,5,8,5
"49111","ENSG00000261963",0,0,0,1,2
"49112","ENSG00000221200",0,0,0,0,0
"49113","ENSG00000272920",0,0,0,0,0
"49114","ENSG00000132359",22,2,8,2,2
"49115","ENSG00000262884",0,0,0,0,0
"49116","ENSG00000262628",0,0,0,0,0
"49117","ENSG00000184166",0,0,0,0,0
"49118","ENSG00000142163",0,0,0,0,0
"49119","ENSG00000183024",0,0,0,0,0
"49120","ENSG00000261848",0,0,0,0,0
"49121","ENSG00000262085",0,2,0,0,0
"49122","ENSG00000172150",0,0,0,0,0
"49123","ENSG00000172146",0,0,0,0,0
"49124","ENSG00000255095",0,0,0,0,0
"49125","ENSG00000262106",0,0,0,0,0
"49126","ENSG00000221882",8,6,0,0,2
"49127","ENSG00000180090",0,0,0,1,2
"49128","ENSG00000180068",0,0,0,0,0
"49129","ENSG00000285760",0,0,0,0,0
"49130","ENSG00000267129",0,0,0,0,0
"49131","ENSG00000180042",0,0,0,0,0
"49132","ENSG00000180016",0,0,0,0,0
"49133","ENSG00000159961",0,0,0,0,0
"49134","ENSG00000127780",0,0,0,0,0
"49135","ENSG00000280268",0,0,0,0,0
"49136","ENSG00000141255",0,8,5,2,2
"49137","ENSG00000108381",1242,2472,3972,2752,2362
"49138","ENSG00000167723",108,126,81,84,49
"49139","ENSG00000196689",102,111,140,83,57
"49140","ENSG00000263338",2,0,0,1,0
"49141","ENSG00000262304",0,1,2,0,0
"49142","ENSG00000261916",0,0,0,0,1
"49143","ENSG00000197417",59,80,98,95,70
"49144","ENSG00000262248",0,0,1,3,0
"49145","ENSG00000040531",1110,1753,2843,2073,1865
"49146","ENSG00000262903",19,4,9,19,11
"49147","ENSG00000213977",185,166,422,286,345
"49148","ENSG00000257950",14,27,26,14,13
"49149","ENSG00000240898",4,9,5,9,7
"49150","ENSG00000127774",65,74,92,61,81
"49151","ENSG00000083454",5,1,1,3,0
"49152","ENSG00000083457",166,278,285,250,196
"49153","ENSG00000262692",4,1,1,5,1
"49154","ENSG00000177602",151,33,11,73,61
"49155","ENSG00000262358",0,0,0,0,0
"49156","ENSG00000074356",1281,1612,1687,1333,1300
"49157","ENSG00000004660",123,228,152,222,193
"49158","ENSG00000108405",0,0,0,0,0
"49159","ENSG00000074370",9,91,31,42,54
"49160","ENSG00000263312",0,0,0,0,0
"49161","ENSG00000074755",1786,1880,2391,1857,2249
"49162","ENSG00000252456",0,0,0,0,0
"49163","ENSG00000167740",492,927,1452,929,952
"49164","ENSG00000185722",4715,3794,5071,4309,4627
"49165","ENSG00000263165",0,0,0,0,0
"49166","ENSG00000251812",0,0,0,0,0
